"DOI","year","title","citCounts"
"313","10.1214/08-AOS635",2009,"Optimal discrimination designs",0
"314","10.1214/08-AOS634",2009,"On the computational complexity of {MCMC}-based estimators in large samples",1
"315","10.1214/08-AOS633",2009,"A {F}ourier transform method for nonparametric estimation of multivariate volatility",0
"316","10.1214/08-AOS632",2009,"Maximum likelihood estimation for {$\alpha$}-stable autoregressive processes",1
"317","10.1214/08-AOS631",2009,"Asymptotics for posterior hazards",0
"318","10.1214/08-AOS637",2009,"Kernel dimension reduction in regression",0
"319","10.1214/08-AOS627",2009,"Covariate-adjusted nonlinear regression",0
"320","10.1214/08-AOS624",2009,"Testing for common arrivals of jumps for discretely observed multidimensional processes",0
"321","10.1214/08-AOS602",2009,"Change-point estimation under adaptive sampling",2
"322","10.1214/08-AOS625",2009,"On the adaptive elastic-net with a diverging number of parameters",9
"323","10.1214/08-AOS620",2009,"Simultaneous analysis of lasso and {D}antzig selector",25
"324","10.1214/08-AOS630",2009,"Nonparametric empirical {B}ayes and compound decision approaches to estimation of a high-dimensional vector of normal means",0
"325","10.1214/08-AOS638",2009,"General maximum likelihood empirical {B}ayes estimation of normal means",0
"326","10.1214/08-AOS623",2009,"Fast learning rates in statistical inference through aggregation",0
"327","10.1214/08-AOS622",2009,"On-line predictive linear regression",0
"328","10.1214/08-AOS617",2009,"On a generalized false discovery rate",0
"329","10.1214/08-AOS616",2009,"A new multiple testing method in the dependent case",1
"330","10.1214/08-AOS615",2009,"Case-control survival analysis with a general semiparametric shared frailty model: a pseudo full likelihood approach",0
"331","10.1214/08-AOS614",2009,"Nonlinear sequential designs for logistic item response theory models with applications to computerized adaptive tests",0
"332","10.1214/08-AOS613",2009,"Minimal sufficient causation and directed acyclic graphs",0
"333","10.1214/08-AOS612",2009,"Multiscale local change point detection with applications to value-at-risk",0
"334","10.1214/08-AOS611",2009,"Nonparametric estimation of composite functions",1
"335","10.1214/08-AOS621",2009,"Sparse recovery in convex hulls via entropy penalization",2
"336","10.1214/08-AOS609",2009,"Limit distribution theory for maximum likelihood estimation of a log-concave density",4
"337","10.1214/08-AOS598",2009,"Dimension reduction for nonelliptically distributed predictors",3
"338","10.1214/08-AOS608",2009,"Consistency of restricted maximum likelihood estimators of principal components",1
"339","10.1214/08-AOS606",2009,"Consistency of {B}ayesian procedures for variable selection",1
"340","10.1214/08-AOS604",2009,"Does median filtering truly preserve edges better than linear filtering?",0
"341","10.1214/08-AOS601",2009,"Asymptotics for spherical needlets",1
"342","10.1214/08-AOS599",2009,"New multi-sample nonparametric tests for panel count data",0
"343","10.1214/07-AOS555",2009,"Extending the scope of empirical likelihood",2
"344","10.1214/08-AOS596",2009,"Asymptotics in response-adaptive designs generated by a two-color, randomly reinforced urn",1
"345","10.1214/08-AOS593",2009,"The {C}hernoff lower bound for symmetric quantum hypothesis testing",0
"346","10.1214/08-AOS597",2009,"A nonmanipulable test",0
"347","10.1214/07-AOS571",2009,"Likelihood ratio tests and singularities",3
"348","10.1214/08-AOS594",2009,"Matrix representations and independencies in directed acyclic graphs",0
"349","10.1214/08-AOS592",2009,"Differentiability of {$t$}-functionals of location and scatter",0
"350","10.1214/07-AOS587",2009,"The formal definition of reference priors",1
"351","10.1214/08-AOS595",2009,"On surrogate loss functions and {$f$}-divergences",0
"352","10.1214/07-AOS562",2009,"Consistency of support vector machines for forecasting the evolution of an unknown ergodic dynamical system from observations with unknown noise",0
"353","10.1214/07-AOS570",2009,"Robust estimation for {ARMA} models",0
"354","10.1214/07-AOS579",2009,"Estimating a concave distribution function from data corrupted with additive noise",0
"355","10.1214/07-AOS564",2009,"Inference for censored quantile regression models in longitudinal studies",0
"356","10.1214/07-AOS589",2009,"An {RKHS} formulation of the inverse regression dimension-reduction problem",1
"357","10.1214/07-AOS574",2009,"The pseudo-marginal approach for efficient {M}onte {C}arlo computations",1
"358","10.1214/07-AOS580",2009,"S{CAD}-penalized regression in high-dimensional partially linear models",0
"359","10.1214/07-AOS573",2009,"Gaussian model selection with an unknown variance",0
"360","10.1214/07-AOS586",2009,"An adaptive step-down procedure with proven {FDR} control under independence",4
"361","10.1214/07-AOS569",2009,"On the false discovery rate and an asymptotically optimal rejection curve",4
"362","10.1214/07-AOS538",2009,"A data-driven block thresholding approach to wavelet estimation",0
"363","10.1214/00-AOS576",2009,"A universal procedure for aggregating estimators",0
"364","10.1214/07-AOS560",2009,"Support points of locally optimal designs for nonlinear models with two parameters",2
"365","10.1214/07-AOS585",2009,"Empirical likelihood for estimating equations with missing values",1
"366","10.1214/07-AOS572",2009,"Asymptotic inference for semiparametric association models",1
"367","10.1214/07-AOS561",2009,"Statistical inference for semiparametric varying-coefficient partially linear models with error-prone linear covariates",1
"368","10.1214/07-AOS554",2009,"Proportional hazards models with continuous marks",0
"369","10.1214/07-AOS578",2009,"A pseudo empirical likelihood approach for stratified samples with nonresponse",0
"370","10.1214/07-AOS567",2009,"A note on the stationary bootstrap's variance",1
"371","10.1214/07-AOS557",2009,"Robustness of multiple testing procedures against dependence",3
"372","10.1214/07-AOS588",2009,"Propagation of outliers in multivariate data",1
"373","10.1214/07-AOS551",2009,"Inference for the limiting cluster size distribution of extreme values",0
"374","10.1214/07-AOS582",2009,"Lasso-type recovery of sparse representations for high-dimensional data",11
"375","10.1214/07-AOS550",2009,"Monte {C}arlo maximum likelihood estimation for discretely observed diffusion processes",1
"376","10.1214/07-AOS568",2009,"Testing for jumps in a discretely observed process",4
"377","10.1214/07-AOS558",2009,"Consistencies and rates of convergence of jump-penalized least squares estimators",2
"378","10.1214/07-AOS565",2009,"Minimum distance regression model checking with {B}erkson measurement errors",0
"379","10.1214/07-AOS553",2009,"Quantile pyramids for {B}ayesian nonparametrics",1
"380","10.1214/07-AOS552",2009,"Functional deconvolution in a periodic setting: uniform case",5
"381","10.1214/07-AOS563",2009,"Smoothing splines estimators for functional linear regression",6
"382","10.1214/07-AOS516",2009,"Common functional principal components",5
"383","10.1214/08-AOS628",2008,"Inference for eigenvalues and eigenvectors of {G}aussian symmetric matrices",1
"384","10.1214/07-AOS583",2008,"Statistical eigen-inference from large {W}ishart matrices",2
"385","10.1214/08-AOS619",2008,"Flexible covariance estimation in graphical {G}aussian models",3
"386","10.1214/08-AOS618",2008,"Finite sample approximation results for principal component analysis: a matrix perturbation approach",3
"387","10.1214/07-AOS581",2008,"Spectrum estimation for large dimensional covariance matrices using random matrix theory",3
"388","10.1214/07-AOS559",2008,"Operator norm consistent estimation of large-dimensional sparse covariance matrices",15
"389","10.1214/08-AOS605",2008,"Multivariate analysis and {J}acobi ensembles: largest eigenvalue, {T}racy-{W}idom limits and rates of convergence",1
"390","10.1214/07-AOS504",2008,"High-dimensional classification using features annealed independence rules",11
"391","10.1214/08-AOS600",2008,"Covariance regularization by thresholding",19
"392","10.1214/07-AOS503",2008,"A {CLT} for regularized sample covariance matrices",0
"393","10.1214/07-AOS540",2008,"Stein estimation for the drift of {G}aussian processes using the {M}alliavin calculus",0
"394","10.1214/07-AOS545",2008,"Multiple local {W}hittle estimation in stationary systems",0
"395","10.1214/07-AOS549",2008,"Tilted {E}uler characteristic densities for central limit random fields, with application to ``bubbles''",0
"396","10.1214/07-AOS543",2008,"Residual empirical processes for long and short memory time series",0
"397","10.1214/07-AOS542",2008,"Evaluation of formal posterior distributions via {M}arkov chain arguments",0
"398","10.1214/07-AOS532",2008,"An algorithmic and a geometric characterization of coarsening at random",0
"399","10.1214/07-AOS528",2008,"On the {B}ehrens-{F}isher problem: a globally convergent algorithm and a finite-sample study of the {W}ald, {LR} and {LM} tests",0
"400","10.1214/07-AOS514",2008,"Limit theorems for weighted samples with applications to sequential {M}onte {C}arlo methods",1
"401","10.1214/07-AOS548",2008,"Local antithetic sampling with scrambled nets",1
"402","10.1214/07-AOS541",2008,"Trimming and likelihood: robust location and dispersion estimation in the elliptical model",0
"403","10.1214/07-AOS522",2008,"Moments of minors of {W}ishart matrices",1
"404","10.1214/07-AOS544",2008,"Profile-kernel likelihood inference with diverging number of parameters",8
"405","10.1214/07-AOS547",2008,"Gibbs posterior for variable selection in high-dimensional classification and data mining",0
"406","10.1214/07-AOS546",2008,"Learning by mirror averaging",3
"407","10.1214/07-AOS539",2008,"A class of {R}\'enyi information estimators for multidimensional densities",0
"408","10.1214/07-AOS537",2008,"Choice of neighbor order in nearest-neighbor classification",1
"409","10.1214/07-AOS534",2008,"Estimation of distributions, moments and quantiles in deconvolution problems",2
"410","10.1214/07-AOS531",2008,"Analysis of variance, coefficient of determination and {$F$}-test for local polynomial regression",1
"411","10.1214/07-AOS513",2008,"Robust nonparametric estimation via wavelet median regression",2
"412","10.1214/07-AOS509",2008,"Adaptive variance function estimation in heteroscedastic nonparametric regression",1
"413","10.1214/07-AOS530",2008,"A multivariate central limit theorem for randomized orthogonal array sampling designs in computer experiments",4
"414","10.1214/07-AOS525",2008,"Asymptotic equivalence for nonparametric regression with multivariate and random design",3
"415","10.1214/07-AOS527",2008,"A wavelet {W}hittle estimator of the memory parameter of a nonstationary {G}aussian time series",0
"416","10.1214/07-AOS524",2008,"Locally adaptive estimation of evolutionary wavelet spectra",2
"417","10.1214/07-AOS533",2008,"Confidence bands in nonparametric time series regression",2
"418","10.1214/07-AOS536",2008,"General frequentist properties of the posterior profile distribution",2
"419","10.1214/07-AOS523",2008,"Higher order semiparametric frequentist inference with the profile sampler",3
"420","10.1214/07-AOS521",2008,"Multiscale inference about a density",1
"421","10.1214/07-AOS526",2008,"Searching for a trail of evidence in a maze",3
"422","10.1214/07-AOS519",2008,"Semiparametric detection of significant activation for brain f{MRI}",2
"423","10.1214/07-AOS517",2008,"Fence methods for mixed model selection",1
"424","10.1214/07-AOS529",2008,"Dimension reduction based on constrained canonical correlation and variable filtering",5
"425","10.1214/07-AOS535",2008,"Statistics of extremes by oracle estimation",1
"426","10.1214/009053607000000578",2008,"``{P}reconditioning'' for feature selection and regression in high-dimensional problems",0
